"Doubles","Time","Schema","Criterion","DataGenerator","Doubler"
"15.0","9.462407133E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"16.0","9.416650442E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"17.0","9.454781023E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"18.0","9.428782816E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"19.0","9.380811651E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"20.0","9.493194619E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"21.0","9.420832932E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"22.0","9.360347498E9","JWhoisServer","AUCC","randomDefaults","DoubleForeignKeys"
"0.0","1.518529462E9","NistXTS749","APC","random","DoubleNotNulls"
"1.0","6.56108484E8","NistXTS749","APC","random","DoubleNotNulls"
"2.0","6.00105595E8","NistXTS749","APC","random","DoubleNotNulls"
"3.0","5.35616639E8","NistXTS749","APC","random","DoubleNotNulls"
"4.0","6.05703785E8","NistXTS749","APC","random","DoubleNotNulls"
"5.0","5.44149422E8","NistXTS749","APC","random","DoubleNotNulls"
"6.0","5.43833848E8","NistXTS749","APC","random","DoubleNotNulls"
"7.0","5.3881862E8","NistXTS749","APC","random","DoubleNotNulls"
"8.0","5.39198174E8","NistXTS749","APC","random","DoubleNotNulls"
"9.0","5.46308691E8","NistXTS749","APC","random","DoubleNotNulls"
"10.0","5.41816023E8","NistXTS749","APC","random","DoubleNotNulls"
"11.0","5.42876064E8","NistXTS749","APC","random","DoubleNotNulls"
"12.0","5.43706565E8","NistXTS749","APC","random","DoubleNotNulls"
"13.0","5.42902659E8","NistXTS749","APC","random","DoubleNotNulls"
"14.0","5.43305388E8","NistXTS749","APC","random","DoubleNotNulls"
"15.0","5.45430183E8","NistXTS749","APC","random","DoubleNotNulls"
"16.0","5.45758624E8","NistXTS749","APC","random","DoubleNotNulls"
"17.0","5.44572568E8","NistXTS749","APC","random","DoubleNotNulls"
"18.0","5.44446399E8","NistXTS749","APC","random","DoubleNotNulls"
"19.0","5.44917128E8","NistXTS749","APC","random","DoubleNotNulls"
"20.0","5.49101907E8","NistXTS749","APC","random","DoubleNotNulls"
"21.0","5.41164338E8","NistXTS749","APC","random","DoubleNotNulls"
"22.0","5.45517124E8","NistXTS749","APC","random","DoubleNotNulls"
"0.0","1.143285183E9","NistXTS749","AICC","directedRandom","DoubleAll"
"1.0","6.1174054E8","NistXTS749","AICC","directedRandom","DoubleAll"
"2.0","2.08033689E8","NistXTS749","AICC","directedRandom","DoubleAll"
"3.0","4.00275222E8","NistXTS749","AICC","directedRandom","DoubleAll"
"4.0","1.263904193E9","NistXTS749","AICC","directedRandom","DoubleAll"
"5.0","2.547107443E9","NistXTS749","AICC","directedRandom","DoubleAll"
"6.0","5.021765139E9","NistXTS749","AICC","directedRandom","DoubleAll"
"0.0","1.084283966E9","iTrust","ICC","avs","DoubleUniquesSemantic"
"1.0","3.42049026E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"2.0","2.79650838E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"3.0","2.86408069E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"4.0","2.39966262E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"5.0","2.2915415E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"6.0","2.51009487E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"7.0","1.97831305E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"8.0","2.14651443E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"9.0","2.00552968E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"10.0","2.41904051E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"11.0","1.93240599E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"12.0","1.83476829E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"13.0","1.95596786E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"14.0","1.82501809E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"15.0","2.0553988E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"16.0","2.40356394E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"17.0","1.83042286E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"18.0","1.84206712E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"19.0","1.82388324E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"20.0","1.81035281E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"21.0","1.78717906E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"22.0","1.81557065E8","iTrust","ICC","avs","DoubleUniquesSemantic"
"0.0","4.0423971E7","NistXTS748","APC","avs","DoubleForeignKeys"
"1.0","1.0357668E7","NistXTS748","APC","avs","DoubleForeignKeys"
"2.0","1.6667509E7","NistXTS748","APC","avs","DoubleForeignKeys"
"3.0","6614342.0","NistXTS748","APC","avs","DoubleForeignKeys"
"4.0","7133031.0","NistXTS748","APC","avs","DoubleForeignKeys"
"5.0","7681232.0","NistXTS748","APC","avs","DoubleForeignKeys"
"6.0","6876391.0","NistXTS748","APC","avs","DoubleForeignKeys"
"7.0","7108499.0","NistXTS748","APC","avs","DoubleForeignKeys"
"0.0","4.1883073E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"1.0","1.079619E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"2.0","1.2361366E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"3.0","9667295.0","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"4.0","1.0342476E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"5.0","2.2219287E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"6.0","1.4784854E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"7.0","2.2737086E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"8.0","2.26761E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"9.0","2.9371762E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"10.0","3.5078243E7","NistXTS748","APC","randomDefaults","DoubleChecksSemantic"
"0.0","2.42037164E8","RiskIt","UCC","directedRandom","DoubleTables"
"1.0","1.39465683E8","RiskIt","UCC","directedRandom","DoubleTables"
"2.0","7.6523114E7","RiskIt","UCC","directedRandom","DoubleTables"
"3.0","7.4857979E7","RiskIt","UCC","directedRandom","DoubleTables"
"4.0","4.6458557E7","RiskIt","UCC","directedRandom","DoubleTables"
"5.0","8.2233259E7","RiskIt","UCC","directedRandom","DoubleTables"
"6.0","1.0842661E8","RiskIt","UCC","directedRandom","DoubleTables"
"7.0","1.86694978E8","RiskIt","UCC","directedRandom","DoubleTables"
"8.0","3.19506956E8","RiskIt","UCC","directedRandom","DoubleTables"
"0.0","8.83567897E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"1.0","2.84905335E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"2.0","1.68649486E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"3.0","1.7820885E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"4.0","1.34397604E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"5.0","1.37213588E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"6.0","1.67942738E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"7.0","1.24065994E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"8.0","1.61402465E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"9.0","1.20989631E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"10.0","1.22410444E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"11.0","1.5366656E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"12.0","1.19405855E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"13.0","1.2096238E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"14.0","1.18119593E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"15.0","1.19884127E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"16.0","1.15712415E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"17.0","1.14525761E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"18.0","1.30746523E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"19.0","1.14356611E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"20.0","1.16281136E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"21.0","1.15399725E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"22.0","1.13807514E8","RiskIt","ClauseAICC","directedRandom","DoubleChecksSemantic"
"0.0","1.750015419E9","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"1.0","5.27903508E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"2.0","4.4146633E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"3.0","4.28237995E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"4.0","4.26042837E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"5.0","4.22930241E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"6.0","4.18025473E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"7.0","4.24427994E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"8.0","4.31124343E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"9.0","4.17572497E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"10.0","4.2482591E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"11.0","4.16500218E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"12.0","4.14806819E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"13.0","4.13435445E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"14.0","4.1593586E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"15.0","4.14926544E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"16.0","4.12940372E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"17.0","4.10257187E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"18.0","4.11488969E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"19.0","4.12041971E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"20.0","4.11893487E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"21.0","4.12235469E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"22.0","4.10985783E8","UnixUsage","ClauseAICC","avsDefaults","DoubleChecksSemantic"
"0.0","9.4816908E7","NistXTS749","ANCC","avsDefaults","DoubleAll"
"1.0","7.3673618E7","NistXTS749","ANCC","avsDefaults","DoubleAll"
"2.0","9.9166194E7","NistXTS749","ANCC","avsDefaults","DoubleAll"
"3.0","1.24559883E8","NistXTS749","ANCC","avsDefaults","DoubleAll"
"4.0","1.41299804E8","NistXTS749","ANCC","avsDefaults","DoubleAll"
"5.0","2.22196721E8","NistXTS749","ANCC","avsDefaults","DoubleAll"
"6.0","4.66530931E8","NistXTS749","ANCC","avsDefaults","DoubleAll"
"7.0","6.40740252E8","NistXTS749","ANCC","avsDefaults","DoubleAll"
"8.0","1.31733799E9","NistXTS749","ANCC","avsDefaults","DoubleAll"
"9.0","2.922314631E9","NistXTS749","ANCC","avsDefaults","DoubleAll"
"0.0","4.0810806E7","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"1.0","1.1021913E7","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"2.0","2.8425944E7","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"3.0","9.3614989E7","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"4.0","1.40331745E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"5.0","2.0408561E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"6.0","2.33234376E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"7.0","1.96329779E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"8.0","1.65793168E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"9.0","3.637484E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"10.0","5.03498055E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"11.0","9.20883973E8","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"12.0","2.147445794E9","NistXTS748","NCC","randomDefaults","DoubleTablesColumns"
"0.0","1.0343593427E10","BioSQL","UCC","random","DoubleChecksSemantic"
"1.0","6.673629308E9","BioSQL","UCC","random","DoubleChecksSemantic"
"2.0","5.435207372E9","BioSQL","UCC","random","DoubleChecksSemantic"
"3.0","5.419149458E9","BioSQL","UCC","random","DoubleChecksSemantic"
"4.0","5.386130012E9","BioSQL","UCC","random","DoubleChecksSemantic"
"5.0","5.379262878E9","BioSQL","UCC","random","DoubleChecksSemantic"
"6.0","5.394688577E9","BioSQL","UCC","random","DoubleChecksSemantic"
"7.0","5.406511385E9","BioSQL","UCC","random","DoubleChecksSemantic"
"8.0","5.419375655E9","BioSQL","UCC","random","DoubleChecksSemantic"
"9.0","5.414341535E9","BioSQL","UCC","random","DoubleChecksSemantic"
"10.0","5.402802401E9","BioSQL","UCC","random","DoubleChecksSemantic"
"11.0","5.410769326E9","BioSQL","UCC","random","DoubleChecksSemantic"
"12.0","5.412894747E9","BioSQL","UCC","random","DoubleChecksSemantic"
"13.0","5.455738916E9","BioSQL","UCC","random","DoubleChecksSemantic"
"14.0","5.405899273E9","BioSQL","UCC","random","DoubleChecksSemantic"
"15.0","5.415618936E9","BioSQL","UCC","random","DoubleChecksSemantic"
"16.0","5.432759945E9","BioSQL","UCC","random","DoubleChecksSemantic"
"17.0","5.401886765E9","BioSQL","UCC","random","DoubleChecksSemantic"
"18.0","5.412477245E9","BioSQL","UCC","random","DoubleChecksSemantic"
"19.0","5.398304482E9","BioSQL","UCC","random","DoubleChecksSemantic"
"20.0","5.409150495E9","BioSQL","UCC","random","DoubleChecksSemantic"
"21.0","5.491435141E9","BioSQL","UCC","random","DoubleChecksSemantic"
"22.0","5.476070853E9","BioSQL","UCC","random","DoubleChecksSemantic"
"0.0","1.306589434E9","iTrust","AICC","avsDefaults","DoubleColumns"
"1.0","5.70614433E8","iTrust","AICC","avsDefaults","DoubleColumns"
"2.0","5.77377411E8","iTrust","AICC","avsDefaults","DoubleColumns"
"3.0","6.84012637E8","iTrust","AICC","avsDefaults","DoubleColumns"
"4.0","8.88134761E8","iTrust","AICC","avsDefaults","DoubleColumns"
"5.0","1.334614797E9","iTrust","AICC","avsDefaults","DoubleColumns"
"6.0","5.233842535E9","iTrust","AICC","avsDefaults","DoubleColumns"
"7.0","9.72613414E9","iTrust","AICC","avsDefaults","DoubleColumns"
"8.0","2.3621295683E10","iTrust","AICC","avsDefaults","DoubleColumns"
"9.0","5.9790687181E10","iTrust","AICC","avsDefaults","DoubleColumns"
"10.0","3.24377009905E11","iTrust","AICC","avsDefaults","DoubleColumns"
"11.0","7.71000252074E11","iTrust","AICC","avsDefaults","DoubleColumns"
"0.0","1.44580154E8","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"1.0","1.00421789E8","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"2.0","8.6960841E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"3.0","8.0699964E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"4.0","3.6668357E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"5.0","5.2273578E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"6.0","2.3330996E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"7.0","4.4881984E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"8.0","1.8609418E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"9.0","1.4820894E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"10.0","1.8765034E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"11.0","2.2006723E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"12.0","1.4408112E7","NistXTS749","ICC","randomDefaults","DoubleNotNulls"
"0.0","2.6912019E7","Cloc","ClauseAICC","random","DoubleForeignKeys"
"1.0","2373310.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"2.0","2019308.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"3.0","2029593.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"4.0","2385506.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"5.0","2028380.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"6.0","2015481.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"7.0","2891734.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"8.0","2035826.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"9.0","2007276.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"10.0","2368780.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"11.0","2034571.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"12.0","2015106.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"13.0","2055182.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"14.0","1984822.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"15.0","4801389.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"16.0","2031664.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"17.0","1.1306817E7","Cloc","ClauseAICC","random","DoubleForeignKeys"
"18.0","1894366.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"19.0","2124873.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"20.0","1917680.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"21.0","1879246.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"22.0","1896077.0","Cloc","ClauseAICC","random","DoubleForeignKeys"
"0.0","5.21265394E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"1.0","2.08158812E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"2.0","2.21229388E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"3.0","2.63452112E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"4.0","3.3936222E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"5.0","4.44374327E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"6.0","5.66616132E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"7.0","8.03180462E8","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"8.0","1.624828059E9","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"9.0","7.776064904E9","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"10.0","1.6674858498E10","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"11.0","3.2408772508E10","JWhoisServer","UCC","directedRandom","DoubleTablesColumns"
"0.0","1.12084108E8","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"1.0","1.043415E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"2.0","1.033715E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"3.0","1.0144641E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"4.0","1.1211913E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"5.0","1.230013E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"6.0","1.6479945E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"7.0","1.7636834E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"8.0","2.6176485E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"9.0","4.0047303E7","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"10.0","1.26386045E8","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"11.0","2.13924118E8","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"12.0","5.62302804E8","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"13.0","1.976644887E9","NistXTS748","ClauseAICC","directedRandomDefaults","DoubleTablesColumns"
"0.0","7.2322919E7","Cloc","NCC","avs","DoubleNotNulls"
"1.0","5.9533744E7","Cloc","NCC","avs","DoubleNotNulls"
"2.0","8.2827306E7","Cloc","NCC","avs","DoubleNotNulls"
"3.0","4.3921432E7","Cloc","NCC","avs","DoubleNotNulls"
"4.0","4.2488622E7","Cloc","NCC","avs","DoubleNotNulls"
"5.0","4.1051634E7","Cloc","NCC","avs","DoubleNotNulls"
"6.0","3.2163404E7","Cloc","NCC","avs","DoubleNotNulls"
"7.0","4.2742278E7","Cloc","NCC","avs","DoubleNotNulls"
"8.0","3.0929353E7","Cloc","NCC","avs","DoubleNotNulls"
"9.0","2.1815029E7","Cloc","NCC","avs","DoubleNotNulls"
"10.0","1.6318197E7","Cloc","NCC","avs","DoubleNotNulls"
"11.0","1.8173888E7","Cloc","NCC","avs","DoubleNotNulls"
"12.0","2.9456433E7","Cloc","NCC","avs","DoubleNotNulls"
"13.0","1.5869723E7","Cloc","NCC","avs","DoubleNotNulls"
"14.0","1.6303967E7","Cloc","NCC","avs","DoubleNotNulls"
"15.0","1.5307406E7","Cloc","NCC","avs","DoubleNotNulls"
"16.0","2.0176199E7","Cloc","NCC","avs","DoubleNotNulls"
"17.0","3.9796038E7","Cloc","NCC","avs","DoubleNotNulls"
"18.0","1.3637776E7","Cloc","NCC","avs","DoubleNotNulls"
"19.0","1.2380358E7","Cloc","NCC","avs","DoubleNotNulls"
"20.0","2.0916161E7","Cloc","NCC","avs","DoubleNotNulls"
"0.0","1.284535243E9","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"1.0","3.63020203E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"2.0","2.49969388E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"3.0","2.38441464E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"4.0","2.1774621E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"5.0","1.620012E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"6.0","1.17824305E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"7.0","1.28928634E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"8.0","1.18927093E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"9.0","1.01988666E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"10.0","9.634745E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"11.0","1.04148512E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"12.0","9.5957508E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"13.0","1.05558918E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"14.0","1.20236645E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"15.0","1.12347528E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"16.0","1.00841647E8","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"17.0","9.5039022E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"18.0","9.4440654E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"19.0","9.7107412E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"20.0","9.6938621E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"21.0","9.4683419E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"22.0","9.4351465E7","JWhoisServer","ClauseAICC","randomDefaults","DoubleForeignKeys"
"0.0","2.413622054E9","Cloc","AUCC","random","DoubleNotNulls"
"1.0","1.028986807E9","Cloc","AUCC","random","DoubleNotNulls"
"2.0","9.8034145E8","Cloc","AUCC","random","DoubleNotNulls"
"3.0","9.48474179E8","Cloc","AUCC","random","DoubleNotNulls"
"4.0","9.7565149E8","Cloc","AUCC","random","DoubleNotNulls"
"5.0","9.10740531E8","Cloc","AUCC","random","DoubleNotNulls"
"6.0","9.1609165E8","Cloc","AUCC","random","DoubleNotNulls"
"7.0","9.17059696E8","Cloc","AUCC","random","DoubleNotNulls"
"8.0","9.15306158E8","Cloc","AUCC","random","DoubleNotNulls"
"9.0","9.59694155E8","Cloc","AUCC","random","DoubleNotNulls"
"10.0","9.15948887E8","Cloc","AUCC","random","DoubleNotNulls"
"11.0","9.15475883E8","Cloc","AUCC","random","DoubleNotNulls"
"12.0","9.16657346E8","Cloc","AUCC","random","DoubleNotNulls"
"13.0","9.18016951E8","Cloc","AUCC","random","DoubleNotNulls"
"14.0","9.16915967E8","Cloc","AUCC","random","DoubleNotNulls"
"15.0","9.19923705E8","Cloc","AUCC","random","DoubleNotNulls"
"16.0","9.19886375E8","Cloc","AUCC","random","DoubleNotNulls"
"17.0","9.16562707E8","Cloc","AUCC","random","DoubleNotNulls"
"18.0","9.22068299E8","Cloc","AUCC","random","DoubleNotNulls"
"19.0","9.22141962E8","Cloc","AUCC","random","DoubleNotNulls"
"20.0","9.19010266E8","Cloc","AUCC","random","DoubleNotNulls"
"21.0","9.21246413E8","Cloc","AUCC","random","DoubleNotNulls"
"22.0","9.21810506E8","Cloc","AUCC","random","DoubleNotNulls"
"0.0","1.19558182E8","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"1.0","4.0084854E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"2.0","3.2676364E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"3.0","2.9532223E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"4.0","3.0593939E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"5.0","2.3463305E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"6.0","3.4992216E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"7.0","2.0880909E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"8.0","1.917526E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"9.0","1.9169618E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"10.0","1.8875516E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"11.0","1.8454506E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"12.0","1.8071234E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"13.0","1.7541513E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
"14.0","1.7056062E7","RiskIt","AICC","directedRandomDefaults","DoubleUniquesSemantic"
